date,company,open,high,low,close,volume
2018-10-30,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,2310,2330,2300,2300,110
2018-11-05,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,2319,2257,2230,2319,30
2018-11-11,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,2392,2319,2280,2392,95
2018-11-13,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,2320,2320,2276,2283,358
2018-11-20,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1374,1365,1365,1374,30
2018-11-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1374,1374,1348,1348,15
2018-11-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1275,1275,1255,1255,370
2018-11-29,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1256,1256,1255,1255,15
2018-12-02,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1255,1255,1225,1250,195
2018-12-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1300,1250,1250,1260,265
2018-12-09,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1199,1199,1176,1180,455
2018-12-13,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1260,1249,1220,1245,370
2018-12-18,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1420,1420,1340,1340,130
2018-12-20,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1335,1315,1302,1325,365
2018-12-23,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1405,1325,1325,1405,118
2018-12-25,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1435,1430,1425,1425,50
2018-12-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1510,1450,1422,1450,1311
2018-12-31,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1283.33,1283.33,1234,1250,515
2019-01-01,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1300,1250,1250,1270,195
2019-01-01,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1300,1250,1250,1270,195
2019-01-06,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1290,1270,1265,1265,165
2019-01-17,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1426,1399,1399,1410,37
2019-01-22,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1409,1402,1355,1355,80
2019-01-24,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1356,1340,1325,1356,55
2019-01-29,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1500,1433,1433,1479,580
2019-01-31,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1578,1519,1496,1525,1210
2019-02-04,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1510,1510,1490,1490,35
2019-02-05,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1500,1490,1490,1500,15
2019-02-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1455,1455,1401,1401,30
2019-02-11,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1400,1376,1376,1400,380
2019-02-12,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1400,1400,1374,1374,35
2019-02-14,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1375,1374,1374,1375,15
2019-02-18,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1360,1360,1324,1324,85
2019-02-20,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1428,1380,1360,1375,130
2019-02-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1375,1375,1351,1351,20
2019-03-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1352,1352,1325,1327,45
2019-03-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1363,1261,1261,1363,106
2019-03-10,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1363,1363,1340,1340,15
2019-03-12,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1366,1365,1365,1366,40
2019-03-17,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1340,1342,1330,1330,45
2019-03-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1290,1300,1271,1290,275
2019-03-24,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1270,1290,1265,1270,50
2019-03-25,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1280,1270,1253,1280,100
2019-03-28,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1285,1285,1269,1269,135
2019-04-01,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1252,1252,1237,1237,255
2019-04-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1226,1211,1211,1226,60
2019-04-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1231,1231,1221,1225,165
2019-04-10,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1225,1248,1210,1210,30
2019-04-17,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1264,1240,1219,1227,765
2019-04-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1232,1235,1225,1225,584
2019-04-23,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1230,1230,1230,1230,41
2019-04-25,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1237,1230,1220,1220,584
2019-04-29,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1270,1255,1254,1254,786
2019-05-02,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1207,1230,1206,1206,20
2019-05-06,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1193,1159,1160,1193,139
2019-05-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1239,1193,1216,1239,38
2019-05-08,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1216,1239,1194,1200,272
2019-01-02,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1270,1270,1251,1251,195
2019-01-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1276,1251,1251,1270,108
2019-01-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1265,1265,1265,1265,71
2019-01-09,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1285,1265,1265,1285,25
2019-01-10,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1310,1285,1285,1310,110
2019-01-16,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1399,1310,1310,1399,578
2019-01-20,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1430,1410,1410,1430,10
2019-01-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1430,1430,1402,1402,50
2019-01-23,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1355,1355,1328,1340,60
2019-01-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1356,1356,1330,1330,15
2019-01-28,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1433,1330,1330,1433,853
2019-01-30,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1519,1479,1461,1519,760
2019-02-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1525,1525,1501,1510,219
2019-02-06,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1500,1500,1450,1455,165
2019-02-10,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1401,1401,1375,1376,70
2019-02-13,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1374,1374,1374,1374,10
2019-02-17,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1385,1375,1360,1360,75
2019-02-19,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1404,1324,1324,1380,360
2019-02-24,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1370,1351,1330,1370,180
2019-02-25,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1370,1370,1355,1355,15
2019-02-26,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1355,1355,1329,1330,75
2019-02-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1352,1330,1330,1352,175
2019-03-05,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1336,1327,1271,1271,980
2019-03-06,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1271,1271,1261,1261,35
2019-03-11,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1366,1340,1330,1365,57
2019-03-13,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1366,1366,1341,1342,65
2019-03-18,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1320,1330,1315,1315,60
2019-03-19,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1300,1315,1300,1300,80
2019-03-26,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1285,1280,1280,1285,70
2019-03-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1285,1285,1285,1285,15
2019-03-31,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1255,1269,1252,1252,50
2019-04-02,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1235,1237,1214,1211,110
2019-04-04,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1231,1226,1226,1231,50
2019-04-08,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1248,1225,1215,1248,279
2019-04-11,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1230,1210,1230,1230,45
2019-04-16,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1240,1230,1216,1240,85
2019-04-18,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1270,1227,1206,1235,791
2019-04-22,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1231,1225,1202,1230,704
2019-04-28,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1255,1220,1230,1255,351
2019-04-30,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1255,1254,1230,1230,205
2019-05-05,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1182,1206,1159,1159,20
2019-05-14,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1188,1187,1164,1170,101
2019-05-09,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1215,1200,1185,1185,183
2019-05-12,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1176,1185,1165,1165,630
2019-05-13,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1188,1165,1171,1187,194
2019-05-15,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1165,1170,1148,1148,328
2019-05-16,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1130,1148,1125,1125,141
2019-05-20,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1150,1135,1101,1123,286
2019-05-19,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1152,1125,1130,1135,94
2019-06-02,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1034,1055,1019,1019,59
2019-05-22,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1117,1115,1100,1100,301
2019-05-28,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1042,1025,1021,1040,98
2019-05-30,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1076,1035,1050,1055,212
2019-05-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1125,1123,1103,1115,138
2019-05-23,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1082,1100,1058,1058,237
2019-05-26,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1081,1058,1058,1060,436
2019-05-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1056,1060,1025,1025,224
2019-05-29,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1050,1040,1030,1035,649
2019-06-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1017,1019,999,999,226
2019-06-10,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,945,943,895,915,687
2019-06-11,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,920,915,886,900,1190
2019-06-04,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1000,999,988,988,248
2019-06-06,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,970,988,942,943,791
2019-06-12,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,900,900,893,900,373
2019-06-16,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,900,900,852,855,569
2019-06-13,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,900,900,870,900,2010
2019-06-19,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,882,865,866,867,242
2019-06-17,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,860,855,835,850,282
2019-06-18,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,865,850,820,865,110
2019-06-24,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,899,883,890,899,33
2019-06-20,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,917,867,884,917,30
2019-06-25,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,940,899,894,895,111
2019-06-23,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,900,917,882,883,443
2019-06-26,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,916,895,900,916,170
2019-06-27,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,920,916,901,915,199
2019-06-30,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,915,915,897,899,64
2019-07-01,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,900,899,883,900,371
2019-07-03,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,915,885,900,915,361
2019-07-02,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,885,900,882,885,93
2019-07-04,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,973,915,902,902,217
2019-07-28,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,951,970,950,950,92
2019-07-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,885,902,868,885,144
2019-07-08,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,885,885,872,885,195
2019-07-09,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,885,885,873,878,576
2019-07-10,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,879,878,878,878,160
2019-07-11,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,895,878,861,879,136
2019-07-16,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,975,958,947,947,172
2019-07-14,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,966,879,875,966,1055
2019-07-15,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,966,966,930,958,1631
2019-07-17,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,955,947,941,952,107
2019-07-18,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,999,952,952,999,94
2019-07-21,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1058,999,942,1030,244
2019-07-22,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1010,1030,971,971,440
2019-07-23,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1009,971,980,980,231
2019-07-24,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,980,980,951,970,461
2019-07-25,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,970,970,951,970,119
2019-07-30,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1007,969,988,1007,287
2019-07-29,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,969,950,931,969,193
2019-08-04,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1015,1001,990,990,138
2019-07-31,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1047,1007,988,1007,150
2019-08-01,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,1054,1007,1000,1001,1838
2019-08-05,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,976,990,972,972,330
2019-08-14,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,965,959,945,965,505
2019-08-06,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,958,972,940,958,108
2019-08-08,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,961,979,960,960,180
2019-08-07,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,979,958,959,979,147
