date,company,open,high,low,close,volume
2011-12-26,NIC Asia Bank Ltd.,395,395,388,388,684
2011-12-27,NIC Asia Bank Ltd.,399,388,390,399,238
2011-12-28,NIC Asia Bank Ltd.,393,399,387,393,789
2011-12-29,NIC Asia Bank Ltd.,393,393,390,393,424
2012-01-01,NIC Asia Bank Ltd.,403,393,396,403,300
2012-01-01,NIC Asia Bank Ltd.,403,393,396,403,300
2012-01-02,NIC Asia Bank Ltd.,417,403,405,417,2303
2012-01-03,NIC Asia Bank Ltd.,428,417,413,414,2425
2012-01-04,NIC Asia Bank Ltd.,415,414,415,415,100
2012-01-05,NIC Asia Bank Ltd.,420,415,415,420,223
2012-01-08,NIC Asia Bank Ltd.,415,420,406,408,1043
2012-01-10,NIC Asia Bank Ltd.,411,408,403,403,1253
2012-01-11,NIC Asia Bank Ltd.,403,403,403,403,345
2012-01-12,NIC Asia Bank Ltd.,406,403,403,406,785
2012-01-16,NIC Asia Bank Ltd.,407,406,403,403,303
2012-01-17,NIC Asia Bank Ltd.,409,403,401,409,611
2012-01-18,NIC Asia Bank Ltd.,408,409,403,408,490
2012-01-19,NIC Asia Bank Ltd.,401,408,401,401,210
2012-01-22,NIC Asia Bank Ltd.,403,401,397,397,2572
2012-01-23,NIC Asia Bank Ltd.,404,397,397,399,736
2012-01-25,NIC Asia Bank Ltd.,406,399,397,399,802
2012-01-26,NIC Asia Bank Ltd.,403,399,400,403,1616
2012-01-29,NIC Asia Bank Ltd.,411,403,399,400,1149
2012-01-31,NIC Asia Bank Ltd.,401,400,395,395,1603
2012-02-01,NIC Asia Bank Ltd.,398,395,394,394,484
2012-02-02,NIC Asia Bank Ltd.,390,394,390,390,292
2012-02-05,NIC Asia Bank Ltd.,395,390,390,390,1107
2012-02-06,NIC Asia Bank Ltd.,387,390,384,385,1261
2012-02-07,NIC Asia Bank Ltd.,385,385,380,380,1681
2012-02-08,NIC Asia Bank Ltd.,379,380,375,379,897
2012-02-09,NIC Asia Bank Ltd.,378,379,375,377,693
2012-02-12,NIC Asia Bank Ltd.,379,377,370,376,1102
2012-02-13,NIC Asia Bank Ltd.,380,376,376,380,686
2012-02-14,NIC Asia Bank Ltd.,380,380,375,380,90
2012-02-15,NIC Asia Bank Ltd.,381,380,380,380,446
2012-02-16,NIC Asia Bank Ltd.,387,380,375,387,1628
2012-02-21,NIC Asia Bank Ltd.,380,387,376,378,353
2012-02-23,NIC Asia Bank Ltd.,385,378,382,382,127
2012-02-26,NIC Asia Bank Ltd.,380,382,373,374,1860
2012-02-27,NIC Asia Bank Ltd.,378,374,375,375,450
2012-02-28,NIC Asia Bank Ltd.,382,375,378,378,110
2012-02-29,NIC Asia Bank Ltd.,385,378,385,385,30
2012-03-01,NIC Asia Bank Ltd.,395,385,388,392,184
2012-03-04,NIC Asia Bank Ltd.,385,392,383,383,1680
2012-03-05,NIC Asia Bank Ltd.,390,383,389,389,131
2012-03-06,NIC Asia Bank Ltd.,390,389,389,390,114
2012-03-11,NIC Asia Bank Ltd.,388,390,380,381,1083
2012-03-12,NIC Asia Bank Ltd.,380,381,376,376,276
2012-03-13,NIC Asia Bank Ltd.,377,376,377,377,21
2012-03-14,NIC Asia Bank Ltd.,381,377,375,375,1123
2012-03-15,NIC Asia Bank Ltd.,378,375,372,378,324
2012-03-19,NIC Asia Bank Ltd.,375,371,372,372,310
2012-03-20,NIC Asia Bank Ltd.,385,372,371,371,1360
2012-03-21,NIC Asia Bank Ltd.,380,371,366,380,341
2012-03-25,NIC Asia Bank Ltd.,373,380,373,373,219
2012-03-26,NIC Asia Bank Ltd.,370,373,367,367,552
2012-03-27,NIC Asia Bank Ltd.,378,367,362,378,1413
2012-03-28,NIC Asia Bank Ltd.,380,378,368,370,335
2012-03-29,NIC Asia Bank Ltd.,370,370,365,365,383
2012-04-01,NIC Asia Bank Ltd.,364,365,363,363,500
