date,company,open,high,low,close,volume
2015-09-30,Infrastructure Development Bank Ltd.,227,222,221,227,861
2015-09-28,Infrastructure Development Bank Ltd.,224,227,220,224,3090
2015-10-01,Infrastructure Development Bank Ltd.,223,227,220,220,2031
2015-10-04,Infrastructure Development Bank Ltd.,221,220,217,221,3503
2015-10-05,Infrastructure Development Bank Ltd.,217,221,217,217,50
2015-10-07,Infrastructure Development Bank Ltd.,215,208,200,215,1970
2015-10-06,Infrastructure Development Bank Ltd.,213,217,208,208,3117
2015-10-14,Infrastructure Development Bank Ltd.,208,203,197,208,3605
2015-10-08,Infrastructure Development Bank Ltd.,213,215,200,212,5250
2015-10-11,Infrastructure Development Bank Ltd.,208,212,200,203,10841
2015-10-18,Infrastructure Development Bank Ltd.,210,207,204,210,4428
2015-10-28,Infrastructure Development Bank Ltd.,201,197,191,201,1914
2015-10-15,Infrastructure Development Bank Ltd.,207,208,196,207,2207
2015-10-29,Infrastructure Development Bank Ltd.,200,201,197,198,5510
2015-10-19,Infrastructure Development Bank Ltd.,209,210,209,209,520
2015-10-27,Infrastructure Development Bank Ltd.,205,209,197,197,850
2015-11-01,Infrastructure Development Bank Ltd.,198,198,196,196,540
2015-11-03,Infrastructure Development Bank Ltd.,194,195,185,190,7389
2015-11-02,Infrastructure Development Bank Ltd.,199,196,195,195,2306
2015-11-09,Infrastructure Development Bank Ltd.,201,189,192,201,6016
2015-11-08,Infrastructure Development Bank Ltd.,189,192,189,189,1000
2015-11-10,Infrastructure Development Bank Ltd.,210,201,202,208,21977
2015-11-04,Infrastructure Development Bank Ltd.,196,190,190,190,2453
2015-11-05,Infrastructure Development Bank Ltd.,192,190,189,192,576
2015-11-16,Infrastructure Development Bank Ltd.,216,212,207,214,18443
2015-11-15,Infrastructure Development Bank Ltd.,216,208,209,212,12954
2015-11-24,Infrastructure Development Bank Ltd.,202,199,197,197,6677
2015-11-18,Infrastructure Development Bank Ltd.,215,214,208,210,5055
2015-11-22,Infrastructure Development Bank Ltd.,203,207,203,203,237
2015-11-19,Infrastructure Development Bank Ltd.,209,210,202,207,3203
2015-11-23,Infrastructure Development Bank Ltd.,199,203,193,199,1395
2015-11-26,Infrastructure Development Bank Ltd.,197,195,194,196,5929
2015-11-25,Infrastructure Development Bank Ltd.,195,197,194,195,5816
